passenger-carry, t = 0, b = 263, origin = 1, dest = 2, val = 1.0
reroute, t = 21, b = 147, origin = 3, dest = 3, val = 0.1540999738989096
reroute, t = 21, b = 153, origin = 0, dest = 0, val = 0.2801200732474065
reroute, t = 21, b = 155, origin = 0, dest = 0, val = 0.28252253285358575
reroute, t = 21, b = 177, origin = 2, dest = 2, val = 0.15630438764523322
reroute, t = 21, b = 179, origin = 0, dest = 0, val = 0.1943469844207381
reroute, t = 21, b = 183, origin = 3, dest = 3, val = 0.13842378753081847
reroute, t = 21, b = 189, origin = 0, dest = 0, val = 0.22597623601794584
reroute, t = 21, b = 189, origin = 2, dest = 2, val = 0.14458842346654333
reroute, t = 21, b = 197, origin = 1, dest = 1, val = 0.16049154336067473
reroute, t = 21, b = 199, origin = 0, dest = 0, val = 0.3218231355077864
reroute, t = 21, b = 201, origin = 1, dest = 1, val = 0.22774611999348493
reroute, t = 21, b = 205, origin = 0, dest = 0, val = 0.13510268341183493
reroute, t = 21, b = 205, origin = 0, dest = 2, val = 0.19014321394514225
reroute, t = 21, b = 207, origin = 2, dest = 2, val = 0.18965435711628786
reroute, t = 21, b = 209, origin = 0, dest = 0, val = 0.10867810231516661
reroute, t = 21, b = 211, origin = 0, dest = 0, val = 0.5393089589104165
reroute, t = 21, b = 213, origin = 0, dest = 0, val = 0.10015535175194945
reroute, t = 21, b = 213, origin = 3, dest = 3, val = 0.16817367108921855
reroute, t = 21, b = 219, origin = 1, dest = 1, val = 0.34020659357060556
reroute, t = 21, b = 219, origin = 2, dest = 2, val = 0.2804216801029728
reroute, t = 21, b = 221, origin = 1, dest = 1, val = 0.19648814248861657
reroute, t = 21, b = 223, origin = 0, dest = 0, val = 0.7194875105566729
reroute, t = 21, b = 223, origin = 0, dest = 2, val = 0.17183438712816046
reroute, t = 21, b = 223, origin = 2, dest = 2, val = 0.29456585206723235
reroute, t = 21, b = 225, origin = 1, dest = 1, val = 0.27493291010981463
reroute, t = 21, b = 225, origin = 2, dest = 2, val = 0.17589176391210806
reroute, t = 21, b = 227, origin = 2, dest = 2, val = 0.23060994454680778
reroute, t = 21, b = 237, origin = 1, dest = 1, val = 0.10705128869845984
reroute, t = 21, b = 239, origin = 0, dest = 0, val = 0.19484694308986594
reroute, t = 21, b = 239, origin = 0, dest = 1, val = 0.1334852199104619
reroute, t = 21, b = 243, origin = 1, dest = 1, val = 0.20116208936004698
reroute, t = 21, b = 243, origin = 3, dest = 3, val = 0.22504310819849976
reroute, t = 21, b = 245, origin = 3, dest = 3, val = 0.2631825390782011
reroute, t = 21, b = 251, origin = 3, dest = 3, val = 0.16454455560336917
reroute, t = 21, b = 257, origin = 1, dest = 1, val = 0.19820583619410428
reroute, t = 21, b = 257, origin = 2, dest = 2, val = 0.6613522661978474
reroute, t = 21, b = 261, origin = 1, dest = 1, val = 0.25824646423623787
reroute, t = 21, b = 263, origin = 2, dest = 2, val = 0.13650663877921906
reroute, t = 21, b = 263, origin = 3, dest = 3, val = 0.23781842407033732
reroute, t = 22, b = 41, origin = 1, dest = 1, val = 0.22115156871641178
reroute, t = 22, b = 41, origin = 3, dest = 3, val = 0.2399908044298989
reroute, t = 22, b = 97, origin = 1, dest = 3, val = 0.10368534121666717
reroute, t = 22, b = 105, origin = 3, dest = 2, val = 0.27526518593312627
reroute, t = 22, b = 113, origin = 2, dest = 2, val = 0.13583325663642926
reroute, t = 22, b = 131, origin = 1, dest = 3, val = 0.13886790558179704
reroute, t = 22, b = 131, origin = 3, dest = 3, val = 0.17905612603071147
reroute, t = 22, b = 147, origin = 3, dest = 3, val = 0.1540999738989096
reroute, t = 22, b = 177, origin = 2, dest = 2, val = 0.15630438764523322
reroute, t = 22, b = 179, origin = 0, dest = 0, val = 0.1943469844207381
reroute, t = 22, b = 183, origin = 3, dest = 3, val = 0.13842378753081847
reroute, t = 22, b = 189, origin = 0, dest = 2, val = 0.22597623601794584
reroute, t = 22, b = 189, origin = 2, dest = 2, val = 0.14458842346654333
reroute, t = 22, b = 197, origin = 1, dest = 2, val = 0.16049154336067473
reroute, t = 22, b = 199, origin = 0, dest = 0, val = 0.3218231355077864
reroute, t = 22, b = 201, origin = 1, dest = 3, val = 0.22774611999348493
reroute, t = 22, b = 205, origin = 0, dest = 0, val = 0.13510268341183493
reroute, t = 22, b = 207, origin = 2, dest = 2, val = 0.18965435711628786
reroute, t = 22, b = 209, origin = 0, dest = 0, val = 0.10867810231516661
reroute, t = 22, b = 211, origin = 0, dest = 0, val = 0.32698718853619735
reroute, t = 22, b = 211, origin = 0, dest = 2, val = 0.2123217703742192
reroute, t = 22, b = 213, origin = 0, dest = 2, val = 0.10015535175194945
reroute, t = 22, b = 213, origin = 3, dest = 3, val = 0.16817367108921855
reroute, t = 22, b = 219, origin = 1, dest = 1, val = 0.34020659357060556
reroute, t = 22, b = 219, origin = 2, dest = 2, val = 0.2804216801029728
reroute, t = 22, b = 221, origin = 1, dest = 1, val = 0.19648814248861657
reroute, t = 22, b = 223, origin = 0, dest = 0, val = 0.33689248645278513
reroute, t = 22, b = 225, origin = 1, dest = 2, val = 0.27493291010981463
reroute, t = 22, b = 225, origin = 2, dest = 2, val = 0.17589176391210806
reroute, t = 22, b = 227, origin = 2, dest = 2, val = 0.23060994454680778
reroute, t = 22, b = 237, origin = 1, dest = 1, val = 0.10705128869845984
reroute, t = 22, b = 239, origin = 0, dest = 0, val = 0.19484694308986594
reroute, t = 22, b = 243, origin = 1, dest = 1, val = 0.20116208936004698
reroute, t = 22, b = 243, origin = 3, dest = 3, val = 0.22504310819849976
reroute, t = 22, b = 245, origin = 3, dest = 3, val = 0.2631825390782011
reroute, t = 22, b = 251, origin = 3, dest = 3, val = 0.16454455560336917
reroute, t = 22, b = 257, origin = 1, dest = 1, val = 0.19820583619410428
reroute, t = 22, b = 257, origin = 2, dest = 2, val = 0.6613522661978474
reroute, t = 22, b = 261, origin = 1, dest = 1, val = 0.25824646423623787
reroute, t = 22, b = 263, origin = 2, dest = 2, val = 0.13650663877921906
reroute, t = 22, b = 263, origin = 3, dest = 3, val = 0.23781842407033732
reroute, t = 23, b = 41, origin = 1, dest = 1, val = 0.22115156871641178
reroute, t = 23, b = 41, origin = 3, dest = 3, val = 0.2399908044298989
reroute, t = 23, b = 91, origin = 2, dest = 2, val = 0.27526518593312627
reroute, t = 23, b = 91, origin = 3, dest = 3, val = 0.10368534121666717
reroute, t = 23, b = 113, origin = 2, dest = 2, val = 0.13583325663642926
reroute, t = 23, b = 125, origin = 3, dest = 3, val = 0.13886790558179704
reroute, t = 23, b = 131, origin = 3, dest = 3, val = 0.17905612603071147
reroute, t = 23, b = 147, origin = 0, dest = 0, val = 0.2253577034522866
reroute, t = 23, b = 147, origin = 3, dest = 3, val = 0.1540999738989096
reroute, t = 23, b = 149, origin = 0, dest = 0, val = 0.28252253285358575
reroute, t = 23, b = 177, origin = 2, dest = 2, val = 0.15630438764523322
reroute, t = 23, b = 179, origin = 0, dest = 0, val = 0.1943469844207381
reroute, t = 23, b = 183, origin = 3, dest = 3, val = 0.13842378753081847
reroute, t = 23, b = 189, origin = 2, dest = 2, val = 0.14458842346654333
reroute, t = 23, b = 191, origin = 2, dest = 2, val = 0.16049154336067473
reroute, t = 23, b = 195, origin = 3, dest = 3, val = 0.22774611999348493
reroute, t = 23, b = 199, origin = 0, dest = 0, val = 0.3218231355077864
reroute, t = 23, b = 205, origin = 0, dest = 0, val = 0.13510268341183493
reroute, t = 23, b = 207, origin = 2, dest = 2, val = 0.18965435711628786
reroute, t = 23, b = 209, origin = 0, dest = 0, val = 0.10867810231516661
reroute, t = 23, b = 211, origin = 0, dest = 2, val = 0.24424631827818644
reroute, t = 23, b = 213, origin = 3, dest = 3, val = 0.16817367108921855
reroute, t = 23, b = 217, origin = 0, dest = 0, val = 0.3825950241038878
reroute, t = 23, b = 219, origin = 1, dest = 1, val = 0.34020659357060556
reroute, t = 23, b = 219, origin = 2, dest = 2, val = 0.5553545902127874
reroute, t = 23, b = 221, origin = 1, dest = 1, val = 0.19648814248861657
reroute, t = 23, b = 223, origin = 0, dest = 0, val = 0.22658800359291675
reroute, t = 23, b = 223, origin = 0, dest = 2, val = 0.11030448285986838
reroute, t = 23, b = 225, origin = 2, dest = 2, val = 0.17589176391210806
reroute, t = 23, b = 227, origin = 2, dest = 3, val = 0.23060994454680778
reroute, t = 23, b = 229, origin = 0, dest = 0, val = 0.3325453320858014
reroute, t = 23, b = 229, origin = 0, dest = 2, val = 0.2897700583304187
reroute, t = 23, b = 237, origin = 1, dest = 1, val = 0.10705128869845984
reroute, t = 23, b = 239, origin = 0, dest = 2, val = 0.19484694308986594
reroute, t = 23, b = 243, origin = 1, dest = 1, val = 0.20116208936004698
reroute, t = 23, b = 243, origin = 3, dest = 3, val = 0.22504310819849976
reroute, t = 23, b = 245, origin = 3, dest = 3, val = 0.2631825390782011
reroute, t = 23, b = 251, origin = 3, dest = 3, val = 0.16454455560336917
reroute, t = 23, b = 257, origin = 1, dest = 1, val = 0.19820583619410428
reroute, t = 23, b = 257, origin = 2, dest = 2, val = 0.6613522661978474
reroute, t = 23, b = 261, origin = 1, dest = 1, val = 0.25824646423623787
reroute, t = 23, b = 263, origin = 2, dest = 2, val = 0.13650663877921906
reroute, t = 23, b = 263, origin = 3, dest = 3, val = 0.23781842407033732
reroute, t = 24, b = 41, origin = 1, dest = 1, val = 0.22115156871641178
reroute, t = 24, b = 41, origin = 3, dest = 3, val = 0.2399908044298989
reroute, t = 24, b = 91, origin = 3, dest = 2, val = 0.10368534121666717
reroute, t = 24, b = 125, origin = 3, dest = 3, val = 0.13886790558179704
reroute, t = 24, b = 131, origin = 3, dest = 3, val = 0.17905612603071147
reroute, t = 24, b = 147, origin = 0, dest = 0, val = 0.2253577034522866
reroute, t = 24, b = 179, origin = 0, dest = 2, val = 0.1943469844207381
reroute, t = 24, b = 183, origin = 3, dest = 1, val = 0.13842378753081847
reroute, t = 24, b = 191, origin = 2, dest = 3, val = 0.16049154336067473
reroute, t = 24, b = 195, origin = 3, dest = 1, val = 0.22774611999348493
reroute, t = 24, b = 199, origin = 0, dest = 1, val = 0.3218231355077864
reroute, t = 24, b = 215, origin = 3, dest = 3, val = 0.23060994454680778
reroute, t = 24, b = 219, origin = 1, dest = 2, val = 0.2046327473981262
reroute, t = 24, b = 237, origin = 1, dest = 2, val = 0.10705128869845984
reroute, t = 24, b = 261, origin = 1, dest = 1, val = 0.25824646423623787
reroute, t = 24, b = 263, origin = 3, dest = 3, val = 0.21286227193853546
reroute, t = 25, b = 41, origin = 1, dest = 3, val = 0.22115156871641178
reroute, t = 25, b = 41, origin = 3, dest = 3, val = 0.2399908044298989
reroute, t = 25, b = 85, origin = 1, dest = 1, val = 0.27526518593312627
reroute, t = 25, b = 107, origin = 1, dest = 1, val = 0.13583325663642926
reroute, t = 25, b = 125, origin = 3, dest = 3, val = 0.13886790558179704
reroute, t = 25, b = 131, origin = 3, dest = 3, val = 0.17905612603071147
reroute, t = 25, b = 139, origin = 1, dest = 2, val = 0.1540999738989096
reroute, t = 25, b = 143, origin = 0, dest = 2, val = 0.28252253285358575
reroute, t = 25, b = 147, origin = 0, dest = 3, val = 0.2253577034522866
reroute, t = 25, b = 171, origin = 1, dest = 2, val = 0.15630438764523322
reroute, t = 25, b = 175, origin = 1, dest = 2, val = 0.13842378753081847
reroute, t = 25, b = 183, origin = 0, dest = 2, val = 0.29456585206723235
reroute, t = 25, b = 187, origin = 1, dest = 2, val = 0.22774611999348493
reroute, t = 25, b = 199, origin = 0, dest = 2, val = 0.13510268341183493
reroute, t = 25, b = 201, origin = 1, dest = 1, val = 0.18965435711628786
reroute, t = 25, b = 203, origin = 0, dest = 2, val = 0.10867810231516661
reroute, t = 25, b = 205, origin = 1, dest = 2, val = 0.16817367108921855
reroute, t = 25, b = 211, origin = 0, dest = 2, val = 0.3825950241038878
reroute, t = 25, b = 213, origin = 1, dest = 1, val = 0.35571673017592803
reroute, t = 25, b = 213, origin = 1, dest = 2, val = 0.19963786003685935
reroute, t = 25, b = 215, origin = 3, dest = 3, val = 0.23060994454680778
reroute, t = 25, b = 217, origin = 0, dest = 2, val = 0.22658800359291675
reroute, t = 25, b = 219, origin = 1, dest = 2, val = 0.17589176391210806
reroute, t = 25, b = 223, origin = 0, dest = 2, val = 0.3325453320858014
reroute, t = 25, b = 235, origin = 1, dest = 2, val = 0.22504310819849976
reroute, t = 25, b = 237, origin = 1, dest = 1, val = 0.2631825390782011
reroute, t = 25, b = 243, origin = 1, dest = 2, val = 0.12287575854884926
reroute, t = 25, b = 251, origin = 1, dest = 2, val = 0.3913721972846093
reroute, t = 25, b = 263, origin = 3, dest = 3, val = 0.21286227193853546
reroute, t = 26, b = 35, origin = 3, dest = 3, val = 0.22115156871641178
reroute, t = 26, b = 41, origin = 3, dest = 3, val = 0.2399908044298989
reroute, t = 26, b = 71, origin = 1, dest = 1, val = 0.10368534121666717
reroute, t = 26, b = 85, origin = 1, dest = 1, val = 0.27526518593312627
reroute, t = 26, b = 125, origin = 3, dest = 3, val = 0.13886790558179704
reroute, t = 26, b = 131, origin = 3, dest = 3, val = 0.17905612603071147
reroute, t = 26, b = 133, origin = 0, dest = 1, val = 0.19014321394514225
reroute, t = 26, b = 171, origin = 0, dest = 2, val = 0.1334852199104619
reroute, t = 26, b = 179, origin = 3, dest = 3, val = 0.16049154336067473
reroute, t = 26, b = 187, origin = 0, dest = 2, val = 0.1355738461724794
reroute, t = 26, b = 189, origin = 0, dest = 1, val = 0.19648814248861657
reroute, t = 26, b = 201, origin = 1, dest = 3, val = 0.18965435711628786
reroute, t = 26, b = 211, origin = 0, dest = 2, val = 0.20116208936004698
reroute, t = 26, b = 215, origin = 3, dest = 2, val = 0.23060994454680778
reroute, t = 26, b = 223, origin = 0, dest = 2, val = 0.26998006891323806
reroute, t = 26, b = 229, origin = 0, dest = 2, val = 0.12645125046530759
reroute, t = 26, b = 237, origin = 1, dest = 2, val = 0.20739181237624787
reroute, t = 26, b = 255, origin = 3, dest = 3, val = 0.11835004896124632
reroute, t = 26, b = 263, origin = 3, dest = 3, val = 0.21286227193853546
reroute, t = 27, b = 35, origin = 3, dest = 3, val = 0.22115156871641178
reroute, t = 27, b = 41, origin = 3, dest = 3, val = 0.2399908044298989
reroute, t = 27, b = 71, origin = 1, dest = 1, val = 0.10368534121666717
reroute, t = 27, b = 101, origin = 3, dest = 1, val = 0.13583325663642926
reroute, t = 27, b = 125, origin = 3, dest = 3, val = 0.13886790558179704
reroute, t = 27, b = 127, origin = 1, dest = 2, val = 0.1540999738989096
reroute, t = 27, b = 131, origin = 3, dest = 3, val = 0.17905612603071147
reroute, t = 27, b = 139, origin = 0, dest = 2, val = 0.2123217703742192
reroute, t = 27, b = 141, origin = 0, dest = 0, val = 0.10015535175194945
reroute, t = 27, b = 163, origin = 1, dest = 2, val = 0.3218231355077864
reroute, t = 27, b = 179, origin = 3, dest = 3, val = 0.16049154336067473
reroute, t = 27, b = 195, origin = 3, dest = 3, val = 0.18965435711628786
reroute, t = 27, b = 197, origin = 0, dest = 2, val = 0.10705128869845984
reroute, t = 27, b = 207, origin = 3, dest = 2, val = 0.35571673017592803
reroute, t = 27, b = 255, origin = 3, dest = 3, val = 0.11835004896124632
reroute, t = 27, b = 263, origin = 3, dest = 3, val = 0.21286227193853546
reroute, t = 28, b = 35, origin = 3, dest = 3, val = 0.22115156871641178
reroute, t = 28, b = 41, origin = 3, dest = 1, val = 0.2399908044298989
reroute, t = 28, b = 71, origin = 1, dest = 2, val = 0.10368534121666717
reroute, t = 28, b = 93, origin = 1, dest = 2, val = 0.13583325663642926
reroute, t = 28, b = 131, origin = 3, dest = 3, val = 0.17905612603071147
reroute, t = 28, b = 195, origin = 1, dest = 3, val = 0.23060994454680778
reroute, t = 28, b = 195, origin = 3, dest = 3, val = 0.18965435711628786
reroute, t = 28, b = 225, origin = 1, dest = 2, val = 0.20739181237624787
reroute, t = 28, b = 255, origin = 3, dest = 2, val = 0.11835004896124632
reroute, t = 28, b = 263, origin = 3, dest = 3, val = 0.1102337295070868
reroute, t = 29, b = 33, origin = 1, dest = 1, val = 0.2399908044298989
reroute, t = 29, b = 35, origin = 3, dest = 3, val = 0.22115156871641178
reroute, t = 29, b = 71, origin = 1, dest = 2, val = 0.27526518593312627
reroute, t = 29, b = 97, origin = 1, dest = 3, val = 0.19014321394514225
reroute, t = 29, b = 99, origin = 1, dest = 3, val = 0.28252253285358575
reroute, t = 29, b = 115, origin = 1, dest = 3, val = 0.1540999738989096
reroute, t = 29, b = 117, origin = 1, dest = 3, val = 0.13886790558179704
reroute, t = 29, b = 125, origin = 0, dest = 2, val = 0.15630438764523322
reroute, t = 29, b = 129, origin = 0, dest = 2, val = 0.13842378753081847
reroute, t = 29, b = 131, origin = 3, dest = 2, val = 0.17905612603071147
reroute, t = 29, b = 151, origin = 0, dest = 2, val = 0.151758393061921
reroute, t = 29, b = 151, origin = 1, dest = 3, val = 0.3218231355077864
reroute, t = 29, b = 153, origin = 1, dest = 2, val = 0.19648814248861657
reroute, t = 29, b = 159, origin = 0, dest = 2, val = 0.16817367108921855
reroute, t = 29, b = 171, origin = 1, dest = 1, val = 0.16049154336067473
reroute, t = 29, b = 187, origin = 2, dest = 2, val = 0.19820583619410428
reroute, t = 29, b = 205, origin = 0, dest = 3, val = 0.3913721972846093
reroute, t = 29, b = 255, origin = 1, dest = 1, val = 0.10262854243144867
reroute, t = 29, b = 263, origin = 3, dest = 3, val = 0.1102337295070868
reroute, t = 30, b = 35, origin = 3, dest = 3, val = 0.22115156871641178
reroute, t = 30, b = 59, origin = 1, dest = 2, val = 0.10368534121666717
reroute, t = 30, b = 81, origin = 1, dest = 3, val = 0.13583325663642926
reroute, t = 30, b = 97, origin = 1, dest = 3, val = 0.2253577034522866
reroute, t = 30, b = 107, origin = 1, dest = 3, val = 0.17183438712816046
reroute, t = 30, b = 111, origin = 1, dest = 2, val = 0.14458842346654333
reroute, t = 30, b = 127, origin = 1, dest = 1, val = 0.1334852199104619
reroute, t = 30, b = 143, origin = 1, dest = 3, val = 0.1355738461724794
reroute, t = 30, b = 147, origin = 2, dest = 1, val = 0.19648814248861657
reroute, t = 30, b = 167, origin = 1, dest = 3, val = 0.20116208936004698
reroute, t = 30, b = 179, origin = 1, dest = 3, val = 0.26998006891323806
reroute, t = 30, b = 185, origin = 1, dest = 3, val = 0.12645125046530759
reroute, t = 30, b = 187, origin = 1, dest = 3, val = 0.16357103711409504
